0x2458CFb0ad83e1945022007bf034D23E370fE099,0x2458CFb0ad83e1945022007bf034D23E370fE099,470
0x3ED2Ca82679eB1aF0b552B67202F568805E27ed1,0x3ED2Ca82679eB1aF0b552B67202F568805E27ed1,2310
0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,0xd0aF69FB0dA4DC23D5dED1Da6cc4f0D8eab1E200,1320
0x2E3162286F6Db3DD98709D580117925173282C87,0x2E3162286F6Db3DD98709D580117925173282C87,1320
0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,0x3B9c91421e8615f7FE29da6431467c56Ad9Cd26b,7070
0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,0xd8f7D7EfaEF2f73E545EE58a0894a40E915822bA,7070
0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,0x48E16496AF66e59f41FF79eeeBA385EDad89bc46,7070
0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,0xD02eF29ea7EEDd4F398D317191A7099DDbaB034b,8170
0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,0x4B96efFD194eeAAC25aeFFca9ad1A186eC42925B,7070
0x999300382C55c46Ecdf752Db1fb483D5411f1977,0x999300382C55c46Ecdf752Db1fb483D5411f1977,7070
0x6E3475CcE2f9aB579533467D391771D723c6D634,0x6E3475CcE2f9aB579533467D391771D723c6D634,7070
0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,0x7E9646e6469551BbD7cAc87410d3Af66FEFeF9e6,7070
0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,0x2cefE72DFe1D328A1A8e8c9296EF7BED1C8EFED0,7070
0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,0xAE25Db877e4ab468165c8528EAA40c2e83b540bE,7070
0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,0x0DFA7eEFf81e04AAb104c1D4b0C4bb019C2cDb89,5970
0x90d3adF19f96D78Ae64786112111F6837159A9A2,0x90d3adF19f96D78Ae64786112111F6837159A9A2,7070
0x99035a2E8FD98e2adCCE721F7e1e047dc112A06d,0x99035a2E8FD98e2adCCE721F7e1e047dc112A06d,7070
0x9d7e89FC562A26F6e140fb1d4336eb117a40b499,0x9d7e89FC562A26F6e140fb1d4336eb117a40b499,7070
0xd9AC11018aA6BDBb4b1AcC42A287019320cb5bDB,0xd9AC11018aA6BDBb4b1AcC42A287019320cb5bDB,7070
0x8137DeDE9670a8CC3e2C739d314Aa4976801a4D0,0x8137DeDE9670a8CC3e2C739d314Aa4976801a4D0,7070
0xf289D458d0b0e6c943a97a32E92296e06fD116C8,0xf289D458d0b0e6c943a97a32E92296e06fD116C8,8170
0x3f572B51c07C64C51f93f80c6C9501fFB1f83360,0x3f572B51c07C64C51f93f80c6C9501fFB1f83360,5970
0xdFEB387bCe966dBa98A8329f82Cb2A781Ed63Ac3,0xdFEB387bCe966dBa98A8329f82Cb2A781Ed63Ac3,470
0xFc858651AA04b36CE61F1C71b691Ca0d9C4e29dD,0xFc858651AA04b36CE61F1C71b691Ca0d9C4e29dD,470
0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,0x954B83A46242f8b9354eFDDA6f9D1978C8938B4e,3420
0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,0xfe2d0118fe807Cf38642c16f5F9fA81CFA0ab741,8920
0xF89B0594892d9e493CbBB567538DB796bcc71dC0,0xF89B0594892d9e493CbBB567538DB796bcc71dC0,740
0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,740
0x715338935885Ab47145702307240fDF33B38E159,0x715338935885Ab47145702307240fDF33B38E159,6600
0x581e73a10F2BCB46FAE642188dCE347119A97Ba7,0x581e73a10F2BCB46FAE642188dCE347119A97Ba7,6600
0x38A141052a962a4b2b282CC190feF1eeB192b7cf,0x38A141052a962a4b2b282CC190feF1eeB192b7cf,6600
0x9Ca54D28e5BaDFfA0F98c0ba77d9c8942FA67Ac2,0x9Ca54D28e5BaDFfA0F98c0ba77d9c8942FA67Ac2,6600
0x9003ca841707391754000ed9115d75B9c3438b91,0x9003ca841707391754000ed9115d75B9c3438b91,6600
0xe680E5703cD6Bf65EcB2643a8D191b82a9abFa96,0xe680E5703cD6Bf65EcB2643a8D191b82a9abFa96,6600
0x5c417C71a87c0b974A12609Cd4deB18d6491252c,0x5c417C71a87c0b974A12609Cd4deB18d6491252c,6600
0xab55b67371b17EDccf4165361e9CBD07A7697D1B,0xab55b67371b17EDccf4165361e9CBD07A7697D1B,6600
0x002EfB68C358689E37Af7E1A03C90bBD26b94C87,0x002EfB68C358689E37Af7E1A03C90bBD26b94C87,740
0xA0F44Bd6EcAE0C1d39F29449649AB90DaEa39c5f,0xA0F44Bd6EcAE0C1d39F29449649AB90DaEa39c5f,4520
0x41A4d07EFf10899b8B8352B5593c5F4cDFeAC7aE,0x41A4d07EFf10899b8B8352B5593c5F4cDFeAC7aE,5370
0xb087B02AAe78d2f02aa1c5012f460143Af212Ee8,0xb087B02AAe78d2f02aa1c5012f460143Af212Ee8,5370
0xF5dfed9591fDBBF762a6a3eeEA44Ad99E1bf87d8,0xF5dfed9591fDBBF762a6a3eeEA44Ad99E1bf87d8,740
0xf99d26D4781ad50F2D6735B69C250C67c5Ba4828,0xf99d26D4781ad50F2D6735B69C250C67c5Ba4828,4370
0x72f157f33A08d7ed381A1fAa2073B0937686807A,0x72f157f33A08d7ed381A1fAa2073B0937686807A,890
0x0F5f59641F7a6dA87862E219065056af05607031,0x0F5f59641F7a6dA87862E219065056af05607031,2320
0x000740f81d8Ffddd847109a9c9113a9Cab987AFF,0x000740f81d8Ffddd847109a9c9113a9Cab987AFF,9620
0x1AAC6e19b6ffA550F48314dcDA8198688DE1a0b7,0x1AAC6e19b6ffA550F48314dcDA8198688DE1a0b7,7820
0xD2DDA67Ec808ea71ee01Dce97c16691C081E0d9B,0xD2DDA67Ec808ea71ee01Dce97c16691C081E0d9B,3780
0x3cD7BD22Cf06D2ef33eca44F11EBf6F99308771B,0x3cD7BD22Cf06D2ef33eca44F11EBf6F99308771B,2420
0xB6E90a649f9380C60ce6A1915E3eEc5602E0D4DF,0xB6E90a649f9380C60ce6A1915E3eEc5602E0D4DF,3500
0xC7C56C0896a5bde26bb4Ebc590e27B5aceDF7612,0xC7C56C0896a5bde26bb4Ebc590e27B5aceDF7612,3500
0x0b85F199b52AaE9aff369D98D8d3791BA752b492,0x0b85F199b52AaE9aff369D98D8d3791BA752b492,3500
0x555F647F9252CD433D90c5719dd1d1Feed06fD5e,0x555F647F9252CD433D90c5719dd1d1Feed06fD5e,5500
0xacAF0b91622edF5Bfc9Fd6916182B6Abd58c5802,0xacAF0b91622edF5Bfc9Fd6916182B6Abd58c5802,5500
0x41C0eaD1Ff14eec585ef391991Db3694FD25Cbb4,0x41C0eaD1Ff14eec585ef391991Db3694FD25Cbb4,5500
0x66a12143595BF08187d2bF31242b3F3B7A4F696D,0x66a12143595BF08187d2bF31242b3F3B7A4F696D,1100
0x307a7D5C5AB0Aca3D2FC831bfE84a160d5Bcb929,0x307a7D5C5AB0Aca3D2FC831bfE84a160d5Bcb929,1100
0x051205a8eeB0FC44204cf3a4fcba1aBa7a7a6adC,0x051205a8eeB0FC44204cf3a4fcba1aBa7a7a6adC,1100
0x5EbA68D13AB83b58eFc88aB7B897F6A53FD3bD9D,0x5EbA68D13AB83b58eFc88aB7B897F6A53FD3bD9D,1100
0xc825F9480F96629A59fB5F4E5B35b07f3F74b3b9,0xc825F9480F96629A59fB5F4E5B35b07f3F74b3b9,1100
0xC9374028eB36b39eB68AEAa9a198893e5F31c07B,0xC9374028eB36b39eB68AEAa9a198893e5F31c07B,2600
0x4318dbfF222936757b0966b24241551E194F1dDB,0x4318dbfF222936757b0966b24241551E194F1dDB,1300
0x8513430CAFaA18f2F1a4e3C8aC8849dc3957E037,0x8513430CAFaA18f2F1a4e3C8aC8849dc3957E037,1580
0xe911295c01Df8f0e3c25308714574294905048eB,0xe911295c01Df8f0e3c25308714574294905048eB,1580
0xbDB9519ab1C8BcF125A5B0EF3126dc1ac2f1be28,0xbDB9519ab1C8BcF125A5B0EF3126dc1ac2f1be28,1580
0xBdb941E0C07197DccF65FbF1367F1A9d6dbC2619,0xBdb941E0C07197DccF65FbF1367F1A9d6dbC2619,1580
0xC0374B41FbF5F1281a7512f5B2281d6bE972DC97,0xC0374B41FbF5F1281a7512f5B2281d6bE972DC97,1580
0xE8289ca2f797c95CeA13dE7562Caf9f51172B636,0xE8289ca2f797c95CeA13dE7562Caf9f51172B636,1580
0xc3A1df30fD6F4c38c3810f3F8c96f89a89C5dB6b,0xc3A1df30fD6F4c38c3810f3F8c96f89a89C5dB6b,8900
0x1929139CEBA715014ACf72071d632F393f79a49c,0x1929139CEBA715014ACf72071d632F393f79a49c,20600
